GISJOIN,higher_level,med_inc,ba_prop,pov_prop
G0900090175300,New Haven County,73237,0.3025776215582894,0.045351473922902494
G0900090175400,New Haven County,68088,0.2199635922330097,0.053053945608559964
G0900090175500,New Haven County,74449,0.37393767705382436,0.041967956897773995
G0900090175600,New Haven County,87962,0.3807007786429366,0.027800324675324676
G0900090175700,New Haven County,99000,0.38190184049079756,0.03325942350332594
G0900090175800,New Haven County,123537,0.4740384615384615,0.025108643167551906
G0900090175900,New Haven County,70147,0.34786012526096033,0.03640929064657878
G0900090176000,New Haven County,100872,0.4693961952026468,0.032241728561782576
G0900090180100,New Haven County,64219,0.2503635985871598,0.10376794258373205
G0900090180200,New Haven County,58842,0.2542955326460481,0.1379602918717122
G0900090180300,New Haven County,53148,0.15843373493975904,0.12270742358078603
G0900090180400,New Haven County,86500,0.17391304347826086,0.04295665634674923
G0900090180500,New Haven County,77632,0.28426092160383004,0.05644644002565747
G0900090180601,New Haven County,63315,0.16469474680548982,0.08789571694599628
G0900090180602,New Haven County,88516,0.26193001060445387,0.07227958697378872
G0900090184100,New Haven County,58791,0.3361852038248616,0.07078607743449354
G0900090184200,New Haven County,62340,0.31839156229400134,0.15206185567010308
G0900090184300,New Haven County,101997,0.49512987012987014,0.03300094966761633
G0900090184400,New Haven County,81406,0.5369532428355958,0.03413173652694611
G0900090184500,New Haven County,103224,0.45276008492569003,0.04052443384982122
G0900090184600,New Haven County,121776,0.649031648559282,0.014619883040935672
G0900090184700,New Haven County,81420,0.42270419935394554,0.05203223545900491
G0900090186100,New Haven County,81071,0.3570896911053219,0.015200562983814215
G0900090186200,New Haven County,89417,0.32895510684179574,0.04646550502904094
G0900090190100,New Haven County,85745,0.5686427457098284,0.074354127284184
G0900090190200,New Haven County,107344,0.6913671730270471,0.016755096341803964
G0900090190301,New Haven County,135023,0.611791571517542,0.027529547420005764
G0900090190302,New Haven County,105335,0.5421436004162331,0.04724716907458024
G0900090190303,New Haven County,111875,0.604842196281885,0.034597875569044007
G0900090194100,New Haven County,74722,0.5984555984555985,0.0536779324055666
G0900090194201,New Haven County,114250,0.6196960726268008,0.01862123613312203
G0900090194202,New Haven County,129833,0.672837800497375,0.0385470719051149
G0900090341100,New Haven County,86842,0.3517455762792922,0.034629903167569344
G0900090343101,New Haven County,114792,0.44344222330570454,0.020651310563939634
G0900090343102,New Haven County,108125,0.553933784264863,0.029637470230219634
G0900090343200,New Haven County,114924,0.5190210806881512,0.005245672320335723
G0900090343300,New Haven County,112083,0.5933641975308642,0.0407663497551138
G0900090343400,New Haven County,107292,0.5702895509861519,0.008682406702208682
G0900090344100,New Haven County,104028,0.4894620077648364,0.07033949989835332
G0900090344200,New Haven County,120357,0.6264248704663212,0.006254598969830758
G0900090345100,New Haven County,61506,0.2387490465293669,0.12829819907859835
G0900090345201,New Haven County,80938,0.25997377786102266,0.06666666666666667
G0900090345202,New Haven County,88162,0.2988074957410562,0.07333010648596322
G0900090345300,New Haven County,61699,0.30552473929443086,0.04641951837769328
G0900090345400,New Haven County,67174,0.3295557570262919,0.10841121495327102
G0900090346101,New Haven County,94783,0.3977226514843432,0.031432748538011694
G0900090346102,New Haven County,109336,0.36911178814155143,0.01269737913071789
G0900090347100,New Haven County,99403,0.3533424283765348,0.016353933551385782
G0900090347200,New Haven County,101371,0.3179916317991632,0.03955696202531646
G0900090348111,New Haven County,121964,0.35068093385214005,0.15358361774744028
G0900090348122,New Haven County,126786,0.5529110216038081,0.05496108949416342
G0900090348123,New Haven County,125262,0.634215258155664,0.017035775127768313
G0900090348124,New Haven County,58387,0.46623655913978496,0.061124694376528114
G0900090348125,New Haven County,64432,0.4921118184334348,0.07155797101449275
G0900090350100,New Haven County,12815,0.07375751820196265,0.5648439736616089
G0900090350200,New Haven County,31609,0.05196850393700787,0.3591341423417514
G0900090350300,New Haven County,27000,0.05246913580246913,0.413677130044843
G0900090350400,New Haven County,20929,0.07587687902648532,0.5321661237785016
G0900090350500,New Haven County,23029,0.09664209664209664,0.4849573417153121
G0900090350800,New Haven County,33750,0.12018072289156627,0.3384511557280243
G0900090350900,New Haven County,67888,0.289344262295082,0.26153846153846155
G0900090351000,New Haven County,53564,0.21090448013524937,0.11703741152679474
G0900090351100,New Haven County,33566,0.07184241019698726,0.23114355231143552
G0900090351200,New Haven County,31572,0.0584958217270195,0.27129337539432175
G0900090351300,New Haven County,45446,0.1323943661971831,0.16688156198194878
G0900090351400,New Haven County,32219,0.11957349581111958,0.29993041057759223
G0900090351500,New Haven County,52617,0.10663160969909437,0.20673934588701684
G0900090351601,New Haven County,43580,0.14369900271985495,0.1785375118708452
G0900090351602,New Haven County,54979,0.2739309746038637,0.15736849731922908
G0900090351700,New Haven County,30149,0.1016260162601626,0.40359319858838627
G0900090351800,New Haven County,51026,0.2613277133825079,0.06830309498399147
G0900090351900,New Haven County,73924,0.36042848141146816,0.11900191938579655
G0900090352000,New Haven County,78906,0.30736196319018405,0.06950207468879668
G0900090352100,New Haven County,52401,0.13656227239621269,0.24170616113744076
G0900090352200,New Haven County,30350,0.057960893854748605,0.3748683748683749
G0900090352300,New Haven County,38000,0.11794582392776523,0.20893516963385958
G0900090352400,New Haven County,57704,0.11375346809353944,0.23653462524935878
G0900090352500,New Haven County,54636,0.2061105722599418,0.06760048721071864
G0900090352600,New Haven County,44760,0.11722054380664652,0.12948583420776497
G0900090352701,New Haven County,32942,0.19773478055686644,0.1607599561563756
G0900090352702,New Haven County,68234,0.16045224921818618,0.052420126267457436
G0900090352800,New Haven County,53707,0.22540983606557377,0.22425828970331588
G0900090361100,New Haven County,77340,0.28716508210890235,0.10283424840480783
G0900090361200,New Haven County,90445,0.29419160170983155,0.023861967694566815
G0900090361300,New Haven County,97375,0.2633107454017425,0.021975479990747167
G0900090361401,New Haven County,29745,0.8129404228058936,0.43766233766233764
G0900090361402,New Haven County,60000,0.7932960893854749,0.14195583596214512
G0900090361500,New Haven County,53528,0.2132701421800948,0.20520887956650935
G0900090990000,New Haven County,NA,NA,NA
G0900110650100,New London County,96146,0.6137453383058071,0.022681247468610773
G0900110660101,New London County,89574,0.556237218813906,0.013247073321010475
G0900110660102,New London County,97448,0.5192007492975336,0.04133811230585424
G0900110690300,New London County,36575,0.12971810797897754,0.3547128589263421
G0900110690400,New London County,48561,0.19310344827586207,0.20448179271708683
G0900110690500,New London County,20930,0.1960285132382892,0.4046220133176655
G0900110690700,New London County,47315,0.1935483870967742,0.05740432612312812
G0900110690800,New London County,39750,0.18105726872246697,0.38292449824784963
G0900110690900,New London County,81115,0.5242631735635606,0.048041894353369766
G0900110693300,New London County,77006,0.4278113663845224,0.04017189835575486
G0900110693400,New London County,55556,0.251953125,0.10880696364567333
G0900110693500,New London County,95288,0.5023640661938534,0.07068607068607069
G0900110693600,New London County,96573,0.40355940355940356,0.050515463917525774
G0900110693700,New London County,109375,0.4267260579064588,0.03673064195896757
G0900110695201,New London County,69583,0.2494172494172494,0.08657587548638132
G0900110695202,New London County,83836,0.2135096835144072,0.09357612544258978
G0900110696100,New London County,44940,0.15328467153284672,0.13050776332354175
G0900110696200,New London County,74886,0.3066996155958265,0.054679284963196635
G0900110696300,New London County,98384,0.38986883763003166,0.0457205559619605
G0900110696400,New London County,46442,0.06109690252912759,0.2508979885057471
G0900110696500,New London County,58472,0.2914364640883978,0.13289609941318606
G0900110696600,New London County,91548,0.248424543946932,0.017713365539452495
G0900110696700,New London County,39985,0.16536530953708867,0.2170669577874818
G0900110696800,New London County,45392,0.14545454545454545,0.19558783965563625
G0900110697000,New London County,46019,0.20096560048280024,0.14754098360655737
G0900110700100,New London County,75568,0.23634735899731424,0.07286755250750107
G0900110701100,New London County,89290,0.410431654676259,0.039418825015792795
G0900110701200,New London County,95058,0.4390489623211767,0.04869186046511628
G0900110702100,New London County,92519,0.3906844106463878,0.08515130190007038
G0900110702300,New London County,77500,0.2793733681462141,0.03737505432420687
G0900110702400,New London County,76447,0.31530815109343935,0.07284588203316118
G0900110702500,New London County,40957,0.1900926298832058,0.21742128246380144
G0900110702600,New London County,94286,0.4728132387706856,0.0308411214953271
G0900110702700,New London County,55121,0.3206229860365199,0.06815286624203822
G0900110702800,New London County,71406,0.2700622938805423,0.1885766092475068
G0900110702900,New London County,111023,0.5785634118967452,0.045207956600361664
G0900110703000,New London County,92880,0.6770906535488405,0.06002886002886003
G0900110705101,New London County,73797,0.4378484749098065,0.05414826864977922
G0900110705102,New London County,56779,0.36039070394072076,0.17716442557206888
G0900110705200,New London County,89728,0.5762184583477359,0.05594602192859151
G0900110705300,New London County,91875,0.5453931825852177,0.06859528780196839
G0900110705400,New London County,97576,0.4191355026711996,0.05941704035874439
G0900110707100,New London County,76985,0.33950290851401377,0.03131563872446057
G0900110708100,New London County,75673,0.1935483870967742,0.06955842125830403
G0900110709100,New London County,80721,0.2022050716648291,0.09213699951760733
G0900110709200,New London County,53980,0.16353383458646617,0.11623581923005394
G0900110710100,New London County,88553,0.20218037661050545,0.020389032106866652
G0900110711100,New London County,65688,0.19828815977175462,0.12290884260839877
G0900110712100,New London County,94000,0.2677106636838181,0.04896626768226333
G0900110713100,New London County,87109,0.29898558462359853,0.038656774697383836
G0900110714101,New London County,70357,0.2801556420233463,0.09724950884086445
G0900110714103,New London County,121042,0.45589105979869743,0.06387462136178058
G0900110714104,New London County,99063,0.39906103286384975,0.05854616895874263
G0900110715100,New London County,113000,0.45884705098300566,0.027020447906523856
G0900110716101,New London County,83085,0.3182127466545702,0.08281829419035847
G0900110716102,New London County,125104,0.5136540962288687,0.06002554278416347
G0900110870100,New London County,95757,0.38284671532846715,0.044444444444444446
G0900110870200,New London County,59848,0.2523638734920117,0.08531416989128432
G0900110870300,New London County,23378,0.1899260628465804,0.44615832363213037
G0900110870501,New London County,72153,0.20826905276149338,0.082970488630866
G0900110870502,New London County,62563,0.13246143527833668,0.0657130084935181
G0900110870701,New London County,81111,0.5161699429296132,0.03277060575968222
G0900110870703,New London County,84091,0.5339506172839507,0.060770156438026475
G0900110870704,New London County,83065,0.5071405902887972,0.07219538378958669
G0900110980000,New London County,NA,0.24818840579710144,0
G0900110990100,New London County,NA,NA,NA
G0900130526101,Tolland County,118132,0.5438937479753806,0.022295081967213116
G0900130526102,Tolland County,108674,0.482981220657277,0.03078169299311462
G0900130528100,Tolland County,101098,0.4,0.022339435308718587
G0900130529100,Tolland County,105417,0.4603729603729604,0.04677648972950987
G0900130530100,Tolland County,62333,0.293854033290653,0.04261645193260654
G0900130530200,Tolland County,41675,0.19562043795620437,0.17868385549392896
G0900130530301,Tolland County,51707,0.2662304982385506,0.09157368218545595
G0900130530302,Tolland County,85322,0.5451189499589828,0.0684931506849315
G0900130530400,Tolland County,60793,0.3836642937429749,0.07716312056737588
G0900130530500,Tolland County,81000,0.3951905626134301,0.04676753782668501
G0900130530600,Tolland County,97917,0.46359959555106167,0.014308426073131956
G0900130533101,Tolland County,116955,0.4750542299349241,0.02648293680697599
G0900130533102,Tolland County,111667,0.47518126045733405,0.021328344246959775
G0900130535100,Tolland County,77047,0.46810435831699593,0.03239995708614955
G0900130535200,Tolland County,96118,0.42903364969801555,0.04033338294389046
G0900130538100,Tolland County,NA,0.0539906103286385,NA
G0900130538201,Tolland County,104688,0.4379347244515784,0.021477318346045764
G0900130538202,Tolland County,106389,0.4050802139037433,0.022764227642276424
G0900130840100,Tolland County,74940,0.3740875912408759,0.13089182773821634
G0900130850100,Tolland County,91277,0.4327127659574468,0.026390364860077932
G0900130850200,Tolland County,91531,0.4193875481646725,0.04505835426207712
G0900130860100,Tolland County,106604,0.45663716814159294,0.022874008485519275
G0900130881100,Tolland County,85012,0.5922045264040234,0.15760346487006738
G0900130881200,Tolland County,29917,0.35833333333333334,0.49909255898366606
G0900130881300,Tolland County,38056,0.518348623853211,0.3109651627641348
G0900130881500,Tolland County,78750,0.5497416020671835,0.18236113876169618
G0900130890100,Tolland County,54952,0.2146705346042271,0.1025574786876776
G0900130890201,Tolland County,84700,0.27503852080123264,0.048106165330384296
G0900130890202,Tolland County,82540,0.23015873015873015,0.046224347479577606
G0900150800300,Windham County,30773,0.2062673542245141,0.36473050758765047
G0900150800400,Windham County,60307,0.20043010752688173,0.10349770642201835
G0900150800500,Windham County,55441,0.22891304347826086,0.20798287199877658
G0900150800600,Windham County,27019,0.17349781138081974,0.32753326509723646
G0900150800700,Windham County,43343,0.17507274490785646,0.25566064775007163
G0900150815000,Windham County,68889,0.2772384034519957,0.0528123658222413
G0900150820000,Windham County,75288,0.2804709141274238,0.03655913978494624
G0900150825000,Windham County,89000,0.27545909849749584,0.03513022410660206
G0900150830100,Windham County,68269,0.3309307427138828,0.09980988593155894
G0900150900100,Windham County,85525,0.3071761960326721,0.04836227742360959
G0900150900200,Windham County,74023,0.24845814977973568,0.039403620873269436
G0900150901100,Windham County,89531,0.40223562810503904,0.04441315755791629
G0900150902200,Windham County,86667,0.3338368580060423,0.028959810874704492
G0900150902500,Windham County,78958,0.44826351593268887,0.054454203262233374
G0900150903100,Windham County,52885,0.1937875751503006,0.09241071428571429
G0900150903200,Windham County,76458,0.3715415019762846,0.07396694214876033
G0900150904100,Windham County,69868,0.21240916713247623,0.03181169757489301
G0900150904400,Windham County,56417,0.24973656480505796,0.13153998025666339
G0900150904500,Windham County,50530,0.1902569074163839,0.15207858270478863
G0900150905100,Windham County,72090,0.24140713248345974,0.08018929932956488
G0900150906100,Windham County,92835,0.21609006040637013,0.03277393879565647
G0900150907100,Windham County,70968,0.10180372974625497,0.05842362438920756
G0900150907200,Windham County,63693,0.1608761329305136,0.13686694499909238
G0900150907300,Windham County,59469,0.1258259911894273,0.0723175965665236
G0900150908100,Windham County,77985,0.18528402592451393,0.04046858359957402
G09001150,NA,53540,0.19688610082382285,0.1447732595273579
G09002550,NA,47763,0.07866507747318235,0.26988155668358715
G09002690,NA,50000,0.2235494880546075,0.06986301369863014
G09004790,NA,76462,0.4144196106705119,0.04351989785060651
G09004945,NA,75163,0.41451831750339213,0.05626740947075209
G09006050,NA,59868,0.14204003813155386,0.051216854340719216
G09007345,NA,61163,0.37129205653991637,0.06767503508498363
G09008000,NA,45441,0.18304460321347574,0.21381669429065134
G09008420,NA,66829,0.2689345917265343,0.10811581082666935
G09008770,NA,77545,0.36690186016677356,0.13881259243608704
G09009120,NA,61406,0.17172897196261683,0.10377358490566038
G09010660,NA,86607,0.37226038599934574,0.09084440227703985
G09010870,NA,46917,0.15164369034994699,0.10327455919395466
G09011990,NA,NA,0.48148148148148145,0.1724137931034483
G09012370,NA,67750,0.3934126258005489,0.04918032786885246
G09014200,NA,100164,0.5822757111597374,0.0461272040302267
G09014370,NA,111094,0.5234505862646566,0.07456140350877193
G09015420,NA,65486,0.35803402646502835,0.0871345029239766
G09015840,NA,73225,0.305770887166236,0.09264585045193098
G09016120,NA,89536,0.5810097965335342,0.04665492957746479
G09016960,NA,59263,0.22284812978819288,0.07936275942706811
G09017520,NA,137019,0.6853858058810524,0.05378831694621168
G09017835,NA,86298,0.3274647887323944,0.07166242269916333
G09018220,NA,131103,0.4952137843012125,0
G09018430,NA,71672,0.3226349299977447,0.11713997192187385
G09018780,NA,41491,0.14754098360655737,0.2149321266968326
G09018920,NA,210511,0.8128997867803838,0.030745898249000415
G09019200,NA,70227,0.4283143371325735,0.06655574043261231
G09019480,NA,56301,0.216356221756861,0.1318181818181818
G09020740,NA,111643,0.46102564102564103,0.030233448143895905
G09021160,NA,NA,0.08291203235591507,0.1562962962962963
G09022420,NA,84844,0.39925373134328357,0.1073279052553664
G09022700,NA,55468,0.19297937177684013,0.14054856042986608
G09022980,NA,65333,0.2348503051564227,0.0934461775197594
G09026370,NA,85132,0.6352261790182868,0.04161849710982659
G09027390,NA,87875,0.4350132625994695,0.08368200836820083
G09027810,NA,177813,0.5223880597014925,0.07246376811594203
G09030190,NA,85625,0.32547864506627394,0.08468677494199536
G09030540,NA,114853,0.5226244343891403,0.01918859649122807
G09031270,NA,87617,0.5,0.05119094617712857
G09031520,NA,120962,0.5964424680377988,0.023209283713485393
G09033690,NA,97616,0.5694687983496648,0.08404183281920097
G09034180,NA,53750,0.2849075975359343,0.13703296703296702
G09034460,NA,112813,0.7307692307692307,0.018036072144288578
G09035020,NA,85767,0.6036525172754196,0.058800922367409685
G09037000,NA,34338,0.1682105514252773,0.30087339599928287
G09037770,NA,81223,0.30462184873949577,0.036060733867566426
G09037930,NA,55689,0.43044025157232707,0.06671518680252304
G09038050,NA,85682,0.5728241563055062,0.09959893048128342
G09039940,NA,52315,0.08492022645393721,0.14307138572285544
G09040150,NA,84766,0.36861084979617437,0.030288166768853465
G09041410,NA,82652,0.44861273935130913,0.06006445941986522
G09041830,NA,74019,0.4398496240601504,0.0511265164644714
G09043300,NA,73438,0.3996101364522417,0.16033057851239668
G09043790,NA,57473,0.3562559694364852,0.07327372081470442
G09044630,NA,63750,0.5560821484992101,0.08764940239043825
G09044690,NA,56606,0.28355225585379784,0.1240477314096946
G09045120,NA,57096,0.5592592592592592,0.17361894024802707
G09045995,NA,101667,0.26119402985074625,0.018867924528301886
G09046450,NA,57886,0.22464273658152356,0.1168864140277237
G09047290,NA,67651,0.37637345188948873,0.1143929735089956
G09047515,NA,89583,0.41873098106279705,0.05302300489383839
G09049110,NA,82974,0.1797274275979557,0.06645962732919254
G09049180,NA,57764,0.12902019446522064,0.1620311303904057
G09049810,NA,91035,0.596954898017811,0.06132792701469843
G09049880,NA,70512,0.2829255248027811,0.08622239342578325
G09050370,NA,45258,0.19761617954732771,0.21967530342482322
G09051420,NA,50828,0.2583732057416268,0.13100848256361922
G09052000,NA,41142,0.35374048451486523,0.2586325740169369
G09052210,NA,80310,0.39980212268393595,0.044999167914794476
G09052280,NA,39675,0.24411361654416344,0.29043485733929186
G09052560,NA,55944,0.28630448254492874,0.06778635194431835
G09052770,NA,95750,0.44836272040302266,0.009911894273127754
G09052910,NA,134531,0.6497263487099296,0.03184386235233693
G09053120,NA,76111,0.4772914946325351,0.09883103081827843
G09053260,NA,111786,0.5448997384481256,0.06140350877192982
G09053400,NA,63281,0.4253731343283582,0.06477732793522267
G09054660,NA,150313,0.671875,0.012673506336753168
G09054730,NA,51250,0.11467324290998766,0.08339889850511409
G09054940,NA,99094,0.4267288535728681,0.043590612556129796
G09055725,NA,104375,0.3400673400673401,0.0767080745341615
G09055990,NA,82474,0.4182423329899358,0.09680797777878968
G09056200,NA,55391,0.2082687524781026,0.14061344687794805
G09056690,NA,68117,0.22867316922124167,0.04615211013315279
G09056900,NA,233519,0.8015409759514359,0.037744162138346304
G09057180,NA,86300,0.3949093713844967,0.10157819225251076
G09057390,NA,68824,0.4309651474530831,0.06485911749069644
G09057670,NA,117215,0.5721052101179079,0.03415970020178726
G09058520,NA,57321,0.17771639042357273,0.10090782122905027
G09059140,NA,57634,0.3497842502696872,0.16115465494169376
G09059210,NA,110573,0.5270903010033445,0.07559552746718522
G09060090,NA,47347,0.10541989279332936,0.09360613810741689
G09060260,NA,68125,0.3141654978962132,0.06257242178447277
G09061730,NA,58634,0.1540880503144654,0.24489795918367346
G09061870,NA,72188,0.2865154840282858,0.0894708128750682
G09062640,NA,54087,0.19646485168630637,0.09070498428378986
G09063270,NA,74745,0.2639442231075697,0.018475750577367205
G09063900,NA,130091,0.7510869565217392,0.011427853823935703
G09064530,NA,178250,0.6964520367936925,0.057998573805562156
G09065230,NA,38515,0.1869101354123923,0.13439823740016524
G09066455,NA,102689,0.4646017699115044,0.06975754997873246
G09067050,NA,98906,0.522248243559719,0.05272895467160037
G09067890,NA,NA,0.4126126126126126,0.23741007194244604
G09068100,NA,94446,0.4026401542860943,0.044128517222687624
G09068450,NA,82683,0.2927441626914386,0.03471196454948301
G09069010,NA,108264,0.6342447333034513,0.05207296849087894
G09069150,NA,102875,0.41335333833458365,0.03762586115527292
G09069990,NA,78906,0.5210970464135021,0.06266786034019696
G09071040,NA,185556,0.744277821625888,0.07992788461538461
G09071250,NA,59896,0.19469026548672566,0.05511811023622047
G09071460,NA,88510,0.2738830366872503,0.06117952041477641
G09071530,NA,78167,0.3737596471885336,0
G09072300,NA,58946,0.20200752823086573,0.09679383116883117
G09073000,NA,89309,0.49710324283476987,0.09270541613685829
G09073700,NA,77778,0.6227154046997389,0.0717439293598234
G09073980,NA,27879,0.5208955223880597,0.4560482812909997
G09074260,NA,75845,0.33133679635322805,0.08690115572362962
G09074655,NA,75547,0.4126984126984127,0.12443778110944528
G09075100,NA,68792,0.40077444336882867,0.061074319352465045
G09075200,NA,107813,0.6575654152445961,0.014084507042253521
G09075240,NA,66875,0.22580645161290322,0.05831798649478207
G09075660,NA,53153,0.2532418001525553,0.13943112102621305
G09075940,NA,46195,0.2112988564601468,0.2553191489361702
G09076500,NA,63576,0.2267129160495752,0.09763687068838985
G09077270,NA,118707,0.5405602626991527,0.01825885763666267
G09078880,NA,67519,0.2917099213999703,0.05957518354536793
G09080000,NA,41617,0.15781759189423802,0.23007656738491492
G09080210,NA,49150,0.22455499771793702,0.12844378257632166
G09080420,NA,67121,0.47774244833068363,0.05836341756919374
G09080630,NA,79485,0.15917843388960207,0.14080242240726723
G09080770,NA,119659,0.7288311688311688,0.00939306358381503
G09081750,NA,66122,0.341995841995842,0.1755577109602328
G09082660,NA,99280,0.6355118829981719,0.07481377874638129
G09082800,NA,58112,0.2454921422663358,0.12861804630326903
G09083570,NA,187988,0.7796674635948707,0.04747087343512555
G09083990,NA,146667,0.6606851549755302,0.05252274607113317
G09084970,NA,83391,0.42869131917125625,0.04815238095238095
G09085810,NA,39489,0.19079973267988415,0.27838224767358627
G09086380,NA,60855,0.7245080500894454,0.007556675062972292
G09087140,NA,66846,0.24022038567493112,0.07148555927876177
G09087350,NA,53870,0.16561139691333598,0.2357811863716574
G09087980,NA,68295,0.5108388312912346,0.01819454163750875
G09088050,NA,92344,0.5505090054815975,0.054770318021201414
